icao,lat,lon,name,country,type,tz
UEBS,67.79200,130.39400,Sakkyryr Airport,RU,s,
UEBT,70.01100,135.64500,Ust-Kuyga Airport,RU,s,
UEBW,67.54310,133.39880,Verkhoyansk Airport,RU,s,
UECT,59.87639,111.04444,Talakan Airport,RU,s,
UEDB,66.79485,142.72742,Kulun-Elbyut Airport,RU,s,
UEDK,68.36339,144.51725,Desku Airport,RU,s,
UEDN,63.96220,118.64460,Horula Airfield,RU,s,
UEEA,58.60280,125.40900,Aldan Airport,RU,s,Asia/Yakutsk
UEED,65.29282,129.99186,Sebyan-Kyuyol Airport,RU,s,
UEEE,62.09330,129.77100,Platon Oyunsky Yakutsk International Airport,RU,l,Asia/Yakutsk
UEEG,58.75690,130.60710,Chagda Airport,RU,s,
UEEJ,63.56835,126.51220,Kobyay Airport,RU,s,
UEEQ,60.58802,124.04779,Sanyyakhtakh Airport,RU,s,Asia/Yakutsk
UEEX,59.16925,131.91988,Bel'kachi Airport,RU,s,
UEGT,66.25633,143.32398,Sobolokh Airport,RU,s,
UEKG,67.76567,144.50910,Kuberganya Airport,RU,s,
UEKO,59.90753,118.64938,Delgey Airport,RU,s,
UEKU,59.02872,131.78873,Kutana Airport,RU,s,
UEKY,68.07683,145.98513,Keng-Kyuyol Airport,RU,s,
UELD,56.89406,124.87046,Yukovsk Airport,RU,s,Asia/Yakutsk
UELL,56.91390,124.91400,Chulman Airport,RU,m,Asia/Yakutsk
UELT,58.44634,119.50473,Torgo Airport,RU,s,
UEMA,66.45086,143.26155,Moma Airport,RU,m,
UEMC,67.48985,152.57568,Khatyngnakh Airport,RU,s,
UEMD,63.37147,125.54296,Chagda Airport,RU,s,
UEME,63.68924,125.98503,Tyaya Airport,RU,s,
UEMH,62.78900,136.85500,Typliy Klyuch Airport,RU,s,
UEMM,62.10348,129.54529,Magan Airport,RU,m,Asia/Yakutsk
UEMN,68.37232,143.61968,Syagannakh,RU,s,
UEMO,60.40183,120.47609,Olyokminsk Airport,RU,m,
UEMR,63.56139,125.25528,Aryktakh Airport,RU,s,
UEMS,63.95940,127.42000,Sangar Airport,RU,s,
UEMT,64.55000,143.11500,Ust-Nera Airport,RU,m,
UEMU,60.35700,134.43500,Ust-Maya Airport,RU,s,
UENH,63.72004,124.18701,Yatek Airport,RU,s,
UENI,63.45806,120.26917,Verkhnevilyuisk Airport,RU,s,
UENK,63.88500,122.77700,Kyzyl-Syr Airport,RU,m,
UENL,62.82751,124.40391,Ilbenge Airfield,RU,s,
UENN,63.29670,118.34195,Nyurba Airport,RU,s,
UENO,60.13321,117.13872,Chapayevo Airport,RU,s,
UENS,62.18500,117.63500,Suntar Airport,RU,s,
UENU,63.85209,123.84639,Sayylyk Airport,RU,s,
UENW,63.75667,121.69334,Vilyuisk Airport,RU,m,
UEOA,59.90069,117.59774,Macha Airport,RU,s,
UEOQ,59.05574,119.78033,Tyanya Airport,RU,s,
UEOT,59.97829,119.85110,Tokko Airport,RU,s,
UEOU,60.55821,122.43061,Uritskoye Airport,RU,s,
UEQC,60.48089,135.14658,Ezhantsy Airport,RU,s,
UEQK,60.85879,135.30891,Kyuptsy Airport,RU,s,
UEQM,59.63125,133.08969,Ust-Mil Airstrip,RU,s,
UEQN,61.14310,138.03130,Allakh-Yun Airport,RU,s,
UERA,65.95920,111.54650,Aykhal Airport,RU,m,Asia/Yakutsk
UERL,60.72060,114.82600,Lensk Airport,RU,m,Asia/Yakutsk
UERO,68.51500,112.48000,Olenyok Airport,RU,s,
UERP,66.40040,112.03000,Polyarny Airport,RU,m,Asia/Yakutsk
UERR,62.53470,114.03900,Mirny Airport,RU,m,Asia/Yakutsk
UERS,71.92790,114.08000,Saskylakh Airport,RU,m,
UERT,59.45800,112.56300,Vitim Airport,RU,s,Asia/Irkutsk
UESC,67.12018,156.58977,Berezovka Airport,RU,s,
UESG,68.55623,146.22784,Belaya Gora Airport,RU,m,
UESH,68.44333,153.36222,Argakhtakh Airport,RU,s,
UESK,67.48050,153.73640,Srednekolymsk Airport,RU,m,
UESL,67.84815,154.83886,Sylgy-Ytar Airport,RU,s,
UESO,70.62310,147.90199,Chokurdakh Airport,RU,m,
UESR,70.72611,139.23583,Tumat Airport,RU,s,
UESS,68.74060,161.33800,Cherskiy Airport,RU,m,
UEST,71.69770,128.90300,Tiksi Airport,RU,m,
UESU,65.74850,150.88890,Zyryanka Airport,RU,m,
UESV,68.05734,151.79625,Svatay Airport,RU,s,
UESX,68.67669,151.87380,Aleko-Kyuyol Airport,RU,s,
UESY,68.40100,145.09442,Abyy Airport,RU,s,
UESZ,70.74629,136.17927,Kazachye Airport,RU,s,
UEVV,66.79650,123.36100,Zhigansk Airport,RU,m,
UEWD,67.26720,130.53190,Dzhargalakh Airport,RU,s,
UEWO,59.46086,121.33490,Kudu-Kyuyol Airport,RU,s,
UEYR,65.16227,147.07380,Sasyr Airport,RU,s,
UGAM,42.52687,43.13538,Ambrolauri Airport,GE,m,Asia/Tbilisi
UGGT,41.95340,45.50800,Telavi Kurdgelauri Airport,GE,s,Asia/Tbilisi
UGKO,42.17745,42.48535,David the Builder Kutaisi International Airport,GE,l,Asia/Tbilisi
UGMS,43.05360,42.74901,Mestia Queen Tamar Airport,GE,s,Europe/Moscow
UGSA,41.92120,44.71419,Natakhtari Airfield,GE,s,Asia/Tbilisi
UGSB,41.60939,41.60032,Alexander Kartveli Batumi International Airport,GE,l,Asia/Tbilisi
UGSS,42.85820,41.12810,Vladislav Ardzinba Sukhum International Airport,GE,m,Europe/Moscow
UGTB,41.66920,44.95470,Tbilisi International Airport,GE,l,Asia/Tbilisi
UHAB,65.01389,-175.86271,Enmelen Heliport,RU,h,
UHAC,65.17216,167.95248,Chuvanskoye Airport,RU,s,
UHAO,64.71662,177.46308,Anadyr Heliport,RU,h,Asia/Anadyr
UHAR,64.63040,174.78632,Krasneno Heliport,RU,h,
UHAS,64.41129,-173.94754,Sireniki Heliport,RU,h,
UHAW,64.16744,171.05789,Vayegi Airport,RU,s,
UHBA,49.41650,130.06730,Arkhara Airport,RU,s,Asia/Yakutsk
UHBB,50.42540,127.41200,Ignatyevo Airport,RU,m,Asia/Yakutsk
UHBE,53.68702,127.09097,Zeya Airport,RU,s,Asia/Yakutsk
UHBN,51.66030,128.93290,Novokievsky Uval Airport,RU,s,Asia/Yakutsk
UHBO,53.00440,128.66269,Oktyabrskiy Airport,RU,s,Asia/Yakutsk
UHBP,53.07610,132.95100,Ekimchan Airport,RU,s,
UHBS,51.45500,128.09833,Svobodny Airport,RU,s,Asia/Yakutsk
UHBW,55.28494,124.77901,Tynda Airport,RU,s,Asia/Yakutsk
UHBX,54.65345,128.45590,Gornyy Airport,RU,s,Asia/Yakutsk
UHDW,67.83872,-175.84943,Vankarem Airport,RU,s,
UHEI,67.25528,167.94917,Ilirney Airport,RU,s,
UHEK,66.90167,169.56000,Kupol Airport,RU,s,
UHGB,59.58156,154.15393,Yamsk Airfield,RU,s,
UHGL,64.99987,153.09633,Glukharinoye Airfield,RU,s,
UHHG,54.71275,128.85770,Bomnak Airfield,RU,s,Asia/Yakutsk
UHHH,48.52834,135.18859,Khabarovsk Novy Airport,RU,m,Asia/Vladivostok
UHHO,49.44483,136.57103,Troitskoye Airport,RU,s,Asia/Vladivostok
UHHT,48.52548,135.15248,Khabarovsk MVL Airport,RU,s,Asia/Vladivostok
UHHY,54.69600,135.28600,Chumikan Airport,RU,s,
UHKD,50.60560,137.08099,Dzemgi Airport,RU,m,Asia/Vladivostok
UHKG,49.23570,140.19310,Kamenny Ruchey Naval Air Base,RU,m,Asia/Vladivostok
UHKK,50.40900,136.93401,Komsomolsk-on-Amur Airport,RU,m,Asia/Vladivostok
UHKM,48.92507,140.03535,Sovetskaya Gavan (Maygatka) Airport,RU,m,Asia/Vladivostok
UHKN,50.93528,138.18750,Nizhnetambovskoye Airfield,RU,s,Asia/Vladivostok
UHKP,49.03110,140.22678,Sovetskaya Gavan (Postovaya) Airport,RU,s,Asia/Vladivostok
UHMA,64.73490,177.74100,Ugolny Yuri Ryktheu Airport,RU,m,Asia/Anadyr
UHMD,64.37810,-173.24300,Provideniya Bay Airport,RU,m,
UHME,66.35840,-179.10839,Zaliv Kresta Airport,RU,s,
UHMF,62.45700,155.74499,Omsukchan Airport,RU,m,
UHMG,61.83500,160.54800,Chaybukha Airport,RU,m,
UHMH,62.76499,148.14701,Susuman Airport,RU,s,
UHMI,68.86808,-179.37418,Mys Shmidta Airport,RU,s,
UHMK,67.84500,166.14000,Keperveem Airport,RU,m,
UHML,65.58043,-170.99918,Lavrentiya Airport,RU,s,
UHMM,59.91100,150.72000,Sokol Airport,RU,m,Asia/Magadan
UHMN,65.24000,160.53999,Omolon Airport,RU,s,
UHMO,64.66545,170.41763,Markovo Airport,RU,s,
UHMP,69.78330,170.59700,Pevek Airport,RU,m,
UHMR,63.02000,179.29300,Beringovskiy Airport,RU,s,Asia/Anadyr
UHMS,62.92078,152.42278,Seymchan Airport,RU,m,
UHMT,59.62330,150.92200,Magadan-13 Airport,RU,m,Asia/Magadan
UHMW,61.92179,159.22906,Severo-Evensk Airport,RU,m,
UHMZ,70.94536,-179.50000,Wrangel Island Airport,RU,s,
UHNA,56.43210,138.04490,Munuk Airport,RU,s,
UHNB,52.38104,140.44938,Bogorodskoye Airport,RU,s,Asia/Vladivostok
UHNK,57.45167,132.52750,Mar-Kyuel Airport,RU,s,
UHNN,53.15500,140.64999,Nikolayevsk-na-Amure Airport,RU,m,Asia/Vladivostok
UHNT,53.77586,136.83302,Tugur Airport,RU,s,
UHOA,60.10120,142.30150,Arka Airport,RU,s,
UHOO,59.41007,143.05650,Okhotsk Airport,RU,m,
UHPA,60.55659,169.10771,Ust-Pakhachi Airport,RU,s,
UHPD,59.22360,163.06640,Ossora Airport,RU,s,
UHPG,57.78400,158.73000,Tigil Airport,RU,s,
UHPH,53.02625,158.72197,Khalaktyrka Airport,RU,s,Asia/Kamchatka
UHPK,56.23885,162.68999,Ust'-Kamchatsk Airport,RU,s,
UHPL,59.08206,159.89158,Palana Airport,RU,m,
UHPM,54.68058,158.54851,Milkovo Airport,RU,s,Asia/Kamchatka
UHPN,62.48596,165.33892,Manily Airport,RU,s,
UHPO,56.09009,159.87631,Kozyrevsk Heliport,RU,h,
UHPP,53.16872,158.45107,Yelizovo Airport,RU,l,Asia/Kamchatka
UHPT,60.38424,166.02503,Tilichiki Airport,RU,s,
UHPU,57.09971,156.73722,Ust-Khayryuzovo Airport,RU,s,
UHPX,55.17833,166.04834,Nikolskoye Airport,RU,s,
UHQE,63.17642,167.97828,Slautnoye Airfield,RU,s,
UHQO,54.30701,155.97367,Sobolevo Airport,RU,s,
UHSB,44.92000,147.62199,Burevestnik Airport,RU,s,
UHSH,53.51645,142.88143,Okha Airport,RU,s,Asia/Sakhalin
UHSI,45.25639,147.95549,Iturup Airport,RU,s,
UHSK,49.19030,142.08299,Shakhtyorsk Airport,RU,s,Asia/Sakhalin
UHSM,43.96107,145.68498,Yuzhno-Kurilsk Mendeleyevo Airport,RU,s,Asia/Tokyo
UHSN,51.78395,143.14178,Nogliki Airport,RU,s,Asia/Sakhalin
UHSO,50.66993,142.76008,Zonalnoye Airport,RU,s,Asia/Sakhalin
UHSS,46.88546,142.71747,Yuzhno-Sakhalinsk International Airport,RU,l,Asia/Sakhalin
UHTG,45.84126,137.67357,Amgu Airport,RU,s,
UHTO,46.40222,135.78861,Vostok Airfield,RU,s,Asia/Vladivostok
UHTQ,46.54170,138.32170,Svetlaya Airport,RU,s,
UHTS,47.25084,138.78946,Samarga Airport,RU,s,Asia/Vladivostok
UHWE,47.17820,138.65736,Yedinka Airport,RU,s,Asia/Vladivostok
UHWK,44.27260,135.02900,Kavalerovo Airport,RU,s,Asia/Vladivostok
UHWP,44.81500,136.29201,Plastun Airport,RU,s,Asia/Vladivostok
UHWT,45.08250,136.59120,Terney Airport,RU,s,Asia/Vladivostok
UHWW,43.39626,132.14816,Vladivostok International Airport,RU,l,Asia/Vladivostok
UIAA,52.02484,113.30584,Chita-Kadala International Airport,RU,l,Asia/Chita
UIAB,50.36138,116.48140,Barnaul Heliport,RU,h,Asia/Chita
UIAC,53.53832,115.61514,Tungukochen Airport,RU,s,Asia/Chita
UIAD,50.37207,108.76771,Krasniy Chikoy Airfield,RU,s,Asia/Chita
UIAE,50.03311,118.06114,Krasnokamensk Airport,RU,m,Asia/Chita
UIAG,54.44167,116.51389,Ust'-Karenga Airport,RU,s,
UIAM,53.74210,119.73960,Mogocha Airbase,RU,h,
UIAR,56.91442,118.27007,Chara Airport,RU,s,
UIAU,53.61950,114.03400,Yumurchen Airport,RU,s,Asia/Chita
UIAY,52.65939,115.24263,Usugli Airport,RU,s,Asia/Chita
UIBB,56.36960,101.70182,Bratsk Airport,RU,m,Asia/Irkutsk
UIBE,60.38698,107.78628,Erema Airfield,RU,h,
UIBS,58.13541,102.55607,Ust-Ilimsk Airport,RU,s,Asia/Irkutsk
UIBV,56.48770,104.10600,Zheleznogorsk Airport,RU,m,Asia/Irkutsk
UIIB,52.91487,103.57550,Belaya Air Base,RU,s,Asia/Irkutsk
UIIH,53.21787,107.41047,Khuzhir Airport,RU,s,Asia/Irkutsk
UIII,52.26671,104.39556,Irkutsk International Airport,RU,l,Asia/Irkutsk
UIIV,54.79877,105.21620,Zhigalovo Airport,RU,s,Asia/Irkutsk
UIKB,57.86610,114.24300,Bodaybo Airport,RU,s,Asia/Irkutsk
UIKE,61.27500,108.03000,Yerbogachen Airport,RU,s,
UIKK,57.77300,108.06400,Kirensk Airport,RU,s,
UIKM,58.31360,112.88948,Mama Airport,RU,s,Asia/Irkutsk
UIKP,42.92170,133.90444,Preobrazheniye Airport,RU,s,Asia/Vladivostok
UIKX,60.14997,109.24993,R-201 Chonskaya Heliport,RU,h,
UINN,54.89001,99.06598,Nizhneudinsk Airport,RU,s,Asia/Irkutsk
UITK,56.28015,107.56757,Kazachinskaya Airport,RU,s,Asia/Irkutsk
UITT,56.85670,105.73000,Ust-Kut Airport,RU,m,Asia/Irkutsk
UIUN,55.80080,109.59500,Nizhneangarsk International Airport,RU,s,Asia/Irkutsk
UIUU,51.80861,107.43965,Baikal International Airport,RU,l,Asia/Irkutsk
UKBA,48.68000,33.18000,Oleksandriya Helicopter Base,UA,h,Europe/Kyiv
UKBB,50.34500,30.89470,Boryspil International Airport,UA,m,Europe/Kyiv
UKBH,49.42490,31.23024,Korshun Shevchenkovskiy Airfield,UA,s,Europe/Kyiv
UKCK,48.70680,37.63092,Kramatorsk Airport,UA,s,Europe/Kyiv
UKCM,47.07610,37.44960,Mariupol International Airport,UA,m,Europe/Kyiv
UKDB,46.81500,36.75810,Berdyansk Airport,UA,m,Europe/Kyiv
UKDD,48.35720,35.10060,Dnipro International Airport,UA,m,Europe/Kyiv
UKDE,47.86696,35.31472,Zaporizhzhia International Airport,UA,l,Europe/Kyiv
UKDR,48.04330,33.21000,Kryvyi Rih International Airport,UA,m,Europe/Kyiv
UKFB,44.69182,33.57462,Sevastopol International Airport / Belbek Air Base,UA,m,Europe/Simferopol
UKFF,45.05220,33.97510,Simferopol International Airport,UA,l,Europe/Simferopol
UKFG,45.11619,33.97662,Gvardeyskoye (Hvardiiske) Air Base,UA,m,Europe/Simferopol
UKFI,45.09061,33.59854,Saky Air Base,UA,m,Europe/Simferopol
UKFK,45.37250,36.40140,Kerch Airport,UA,s,Europe/Simferopol
UKFP,44.54900,33.48861,Yukharina Balka Airfield,UA,s,Europe/Simferopol
UKFW,44.91628,34.06159,Zavodskoe Airfield,UA,s,Europe/Simferopol
UKFY,45.70090,34.41890,Dzhankoy Air Base,UA,m,Europe/Simferopol
UKGW,50.69596,26.69996,Voroniv Airfield,UA,s,Europe/Kyiv
UKHD,50.02468,36.26678,Kharkiv North Airport,UA,s,Europe/Kyiv
UKHH,49.92694,36.29081,Kharkiv International Airport,UA,m,Europe/Kyiv
UKHP,49.56860,34.39720,Suprunovka Airport,UA,s,Europe/Kyiv
UKHS,50.85830,34.76250,Sumy Airport,UA,s,Europe/Kyiv
UKIN,48.82588,29.33431,Haisyn Airfield,UA,s,Europe/Kyiv
UKKA,44.77976,33.57225,Kacha Air Base,UA,m,Europe/Simferopol
UKKE,49.41560,31.99530,Cherkasy International Airport,UA,m,Europe/Kyiv
UKKG,48.54280,32.28500,Kirovograd Airport,UA,s,Europe/Kyiv
UKKM,50.60350,30.19190,Hostomel Airport,UA,m,Europe/Kyiv
UKKO,50.15830,28.73830,Ozerne Air Base,UA,m,Europe/Kyiv
UKKV,50.27056,28.73861,Zhytomyr Airport,UA,s,Europe/Kyiv
UKLC,50.67840,25.48717,Lutsk Airport,UA,s,Europe/Kyiv
UKLH,49.35970,26.93340,Khmelnytskyi Airport,UA,m,Europe/Kyiv
UKLI,48.88420,24.68610,Ivano-Frankivsk International Airport,UA,m,Europe/Kyiv
UKLL,49.81250,23.95610,Lviv International Airport,UA,l,Europe/Kyiv
UKLN,48.25930,25.98080,Chernivtsi International Airport,UA,m,Europe/Kyiv
UKLR,50.60710,26.14160,Rivne International Airport,UA,m,Europe/Kyiv
UKLT,49.52420,25.70010,Ternopil International Airport,UA,s,Europe/Kyiv
UKLU,48.63430,22.26340,Uzhhorod International Airport,UA,l,Europe/Kyiv
UKMN,48.25318,22.49850,Kosino Spa Resort Airfield,UA,s,Europe/Kyiv
UKNG,50.51531,31.04658,Gogoliv Airfield,UA,s,Europe/Kyiv
UKOH,46.67580,32.50640,Kherson International Airport,UA,m,Europe/Kyiv
UKOO,46.42720,30.67265,Odesa International Airport,UA,l,Europe/Kyiv
UKOR,46.93643,32.09862,Kulbakyne Air Base,UA,s,Europe/Kyiv
UKVE,47.85999,35.32209,Zaporizhzhia/Motor Heliport,UA,h,Europe/Kyiv
UKVN,50.47917,29.73583,Nalyvaikivka Airfield,UA,s,Europe/Kyiv
UKWW,49.24253,28.61378,Vinnytsia/Gavyryshivka International Airport,UA,m,Europe/Kyiv
ULAA,64.60030,40.71670,Talagi Airport,RU,m,Europe/Moscow
ULAD,64.53132,39.77413,Severodvinsk Heliport,RU,h,Europe/Moscow
ULAH,64.44170,40.42170,Vaskovo Airport,RU,m,Europe/Moscow
ULAL,64.89600,45.72300,Leshukonskoye Airport,RU,s,
ULAM,67.64000,53.12190,Naryan Mar Airport,RU,m,Europe/Kirov
ULAO,63.90938,38.12179,Onega Airfield,RU,s,Europe/Moscow
ULAR,61.51503,38.91204,Kargopol,RU,s,Europe/Moscow
ULAS,65.03000,35.73056,Solovki Airport,RU,s,Europe/Moscow
ULBK,65.87835,44.11295,Kamenka Airfield,RU,s,
ULBM,64.38540,37.44123,Purnema Airfield,RU,s,Europe/Moscow
ULBZ,64.96000,36.83000,Letnyaya Zolotitsa Airstrip,RU,s,Europe/Moscow
ULDD,69.76330,61.55640,Amderma Airport,RU,m,
ULDT,68.76418,61.41872,Karatayka Airport,RU,s,
ULDW,68.84850,58.20140,Varandey Airport,RU,s,
ULEH,67.41672,58.04477,Khorey-Ver Airport,RU,s,Europe/Moscow
ULEK,67.02744,51.11485,Kotkino Airfield,RU,s,Europe/Moscow
ULER,66.84612,59.53930,Kharuta Airport,RU,s,Europe/Moscow
ULIC,64.88700,46.72100,Tsenogora Airport,RU,s,
ULJI,66.63728,45.90617,Vizhas Airfield,RU,s,
ULJM,66.65248,46.50765,Oma Airfield,RU,s,
ULJO,64.49500,46.14666,Olema Airport,RU,s,
ULKK,61.23580,46.69750,Kotlas Airport,RU,m,Europe/Moscow
ULKS,60.99500,46.87000,Savvatiya Air Base,RU,s,Europe/Moscow
ULLD,59.88188,30.30604,Varshavskaya Heliport,RU,h,Europe/Moscow
ULLI,59.80030,30.26250,Pulkovo Airport,RU,l,Europe/Moscow
ULLK,58.62500,31.38500,Krechevitsy Air Base,RU,m,Europe/Moscow
ULLP,59.68500,30.33830,Pushkin Airport,RU,m,Europe/Moscow
ULMA,66.69700,34.38700,Umba Airstrip,RU,s,Europe/Moscow
ULMM,68.78170,32.75080,Emperor Nicholas II Murmansk Airport,RU,l,Europe/Moscow
ULNP,58.60800,35.78000,Pestovo Airfield,RU,s,Europe/Moscow
ULOL,56.38107,30.60785,Velikiye Luki Airport,RU,m,Europe/Moscow
ULOO,57.78132,28.39384,Princess Olga Pskov International Airport,RU,m,Europe/Moscow
ULPB,61.88520,34.15470,Petrozavodsk Airport,RU,m,Europe/Moscow
ULPK,65.21000,31.13500,Kalevala Airfield,RU,s,Europe/Moscow
ULPP,61.83194,34.29556,Peski Airfield,RU,m,Europe/Moscow
ULPS,63.75900,34.28300,Segezha Airfield,RU,s,Europe/Moscow
ULSR,59.86050,30.05200,Strelna Heliport,RU,h,Europe/Moscow
ULSW,59.83531,31.48053,Severniy veter,RU,s,Europe/Moscow
ULSY,59.47616,30.00155,Sivoritsy Airfield,RU,s,Europe/Moscow
ULSZ,60.26803,29.23403,Lake Krasnogvardeyskoye Water Aerodrome,RU,s,Europe/Moscow
ULWC,59.27360,38.01580,Cherepovets Airport,RU,m,Europe/Moscow
ULWK,59.97572,45.82892,Kichmengskiy Gorodok Airport,RU,s,Europe/Moscow
ULWU,60.78830,46.26000,Velikiy Ustyug Airport,RU,m,Europe/Moscow
ULWW,59.28250,39.94440,Vologda Airport,RU,m,Europe/Moscow
UMBB,52.10814,23.89676,Brest International Airport,BY,l,Europe/Minsk
UMBK,52.16400,24.39990,Borisovo Air Base,BY,s,Europe/Minsk
UMGG,52.52700,31.01670,Gomel Airport,BY,m,Europe/Minsk
UMGI,53.01471,29.87852,Rogachev,BY,s,Europe/Minsk
UMII,55.12650,30.34960,Vitebsk Vostochny Airport,BY,m,Europe/Minsk
UMKE,54.54094,20.33624,Medovoye Airfield,RU,s,Europe/Kaliningrad
UMKK,54.89161,20.59856,Khrabrovo Airport,RU,l,Europe/Kaliningrad
UMKS,54.51592,20.61851,Strelnya Airfield,RU,s,Europe/Kaliningrad
UMLI,53.77344,27.57741,Minsk Machulishchy Air Base,BY,s,Europe/Minsk
UMMA,53.10000,26.05000,Baranavichi Air Base,BY,m,Europe/Minsk
UMMG,53.60200,24.05380,Hrodna Airport,BY,m,Europe/Minsk
UMMS,53.88807,28.03996,Minsk National Airport,BY,l,Europe/Minsk
UMNB,53.10500,29.20500,Babruisk Air Base,BY,m,Europe/Minsk
UMNM,53.94500,30.24400,Novo-Pashkovo Airfield,BY,s,Europe/Minsk
UMNV,52.58230,24.37986,Pruzhany Air Base,BY,s,Europe/Minsk
UMOO,53.95490,30.09510,Mogilev Airport,BY,m,Europe/Minsk
UNAA,53.74000,91.38500,Abakan International Airport,RU,l,Asia/Krasnoyarsk
UNAU,53.38518,92.04472,Shushenskoye Airport,RU,s,Asia/Krasnoyarsk
UNBA,49.94644,88.63010,Kosh-Agach Airport,RU,s,Asia/Hovd
UNBB,53.36129,83.53970,Barnaul Gherman Titov International Airport,RU,l,Asia/Barnaul
UNBC,49.90710,86.54420,Akkem Heliport,RU,h,
UNBG,51.96920,85.83654,Gorno-Altaysk Airport,RU,m,Asia/Barnaul
UNBH,51.97710,84.97532,Belokurikha-2 Heliport,RU,h,Asia/Barnaul
UNBM,52.02515,80.33727,Volchikha Airport,RU,s,Asia/Barnaul
UNBU,50.26471,85.71349,Ust-Koksa Airport,RU,s,Asia/Barnaul
UNCC,55.09573,82.90945,Gorodskoy Aeroport Airfield,RU,s,Asia/Novosibirsk
UNEA,56.14980,86.05380,Anzhero-Sudzhensk Heliport,RU,h,Asia/Novokuznetsk
UNEE,55.27010,86.10720,Alexei Leonov Kemerovo International Airport,RU,l,Asia/Novokuznetsk
UNHA,58.96400,101.57187,Aksenovo Airport,RU,s,Asia/Irkutsk
UNHT,64.27879,100.21416,Tura Heliport,RU,h,
UNHZ,60.90083,89.68073,Zotino Airport,RU,s,
UNIA,58.52910,88.40310,Aydara Airport,RU,s,
UNIB,61.67670,96.35500,Baykit Airport,RU,m,
UNII,58.47420,92.11250,Yeniseysk Airport,RU,m,Asia/Krasnoyarsk
UNIJ,60.25500,90.19500,Yartsevo Airport,RU,s,Asia/Krasnoyarsk
UNIP,61.58970,89.99400,Podkamennaya Tunguska Airport,RU,m,
UNIS,60.37330,93.01170,Severo-Yeniseysk Airport,RU,m,Asia/Krasnoyarsk
UNIT,64.33351,100.43289,Tura Mountain Airport,RU,s,
UNIW,60.35623,102.30964,Vanavara Airport,RU,m,
UNKB,58.38061,97.47234,Boguchany Airport,RU,s,Asia/Krasnoyarsk
UNKI,58.47940,99.09390,Kodinsk Airport,RU,s,Asia/Krasnoyarsk
UNKL,56.17574,92.48579,Krasnoyarsk International Airport,RU,l,Asia/Krasnoyarsk
UNKM,56.17758,92.54588,Krasnoyarsk Cheremshanka Airport,RU,m,Asia/Krasnoyarsk
UNKO,55.45491,89.17388,Sharypovo Airport,RU,s,Asia/Krasnoyarsk
UNKS,56.26919,90.57511,Achinsk Airport,RU,m,Asia/Krasnoyarsk
UNKY,51.66940,94.40060,Kyzyl Airport,RU,m,Asia/Krasnoyarsk
UNLK,59.06186,80.82320,Kargasok Airport,RU,s,
UNLL,58.32530,82.93250,Kolpashevo Airport,RU,s,Asia/Tomsk
UNLW,58.58600,76.50400,Novy Vasyugan Airport,RU,s,
UNNE,55.09240,83.00450,Yeltsovka Airport,RU,m,Asia/Novosibirsk
UNNT,55.01976,82.61867,Novosibirsk Tolmachevo Airport,RU,l,Asia/Novosibirsk
UNOK,55.02000,74.61000,Kalachinsk Airport,RU,s,Asia/Omsk
UNOO,54.96312,73.31242,Omsk Central Airport,RU,l,Asia/Omsk
UNOS,54.97500,73.55500,Omsk Severny Airport,RU,m,Asia/Omsk
UNOT,56.90000,74.30000,Tara Airport,RU,s,Asia/Omsk
UNOW,57.50400,72.33100,Tevriz Airport,RU,s,
UNSB,58.45890,79.53170,181 Sobolinaya Helipad,RU,h,
UNSN,58.21501,80.62365,Novikovo Heliport,RU,h,
UNSR,58.09500,76.00830,1 Razryvno-Moiseevskaya Helipad,RU,h,Asia/Omsk
UNSS,60.70940,77.66000,Strezhevoy Airport,RU,m,Asia/Tomsk
UNTR,56.50264,84.68658,Beryozkino Airfield,RU,s,Asia/Tomsk
UNTT,56.38030,85.20830,Tomsk Kamov Airport,RU,l,Asia/Tomsk
UNWW,53.81140,86.87720,Spichenkovo Airport,RU,m,Asia/Novokuznetsk
UODD,73.51781,80.37967,Dikson Airport,RU,m,
UODL,77.71200,104.24000,Cape Chelyuskin Airfield,RU,s,
UODN,80.80321,47.66359,Nagurskoye Airfield,RU,m,
UODS,79.52958,91.07495,Sredniy Island Air Base,RU,s,
UOHH,71.97810,102.49100,Khatanga Airport,RU,m,
UOIC,68.07667,87.64500,Snezhnogorsk Airport,RU,s,Asia/Krasnoyarsk
UOIG,66.84000,88.40334,Svetlogorsk Airport,RU,m,
UOII,67.43720,86.62190,Igarka Airport,RU,m,Asia/Krasnoyarsk
UOOO,69.30795,87.32591,Alykel International Airport,RU,l,Asia/Krasnoyarsk
UOOW,69.39806,88.35232,Valek Airport,RU,h,Asia/Krasnoyarsk
UOTT,65.79720,87.93530,Turukhansk Airport,RU,s,
UOTU,64.21017,93.79246,Tutonchany Airport,RU,s,
UPTS,49.26775,23.49673,Truskavets – Rixos Heliport,UA,h,Europe/Kyiv
URKA,45.00210,37.34730,Anapa Vityazevo Airport,RU,m,Europe/Moscow
URKG,44.58209,38.01248,Gelendzhik Airport,RU,m,Europe/Moscow
URKK,45.03446,39.17421,Krasnodar Pashkovsky International Airport,RU,l,Europe/Moscow
URKR,44.96866,41.10741,Armavir Air Base,RU,s,Europe/Moscow
URKS,44.94600,38.93200,Enem Airfield,RU,s,Europe/Moscow
